0;604601
0.000139;604600
0.000471;604586
0.002889;604574
0.00396;604560
0.004373;604545
0.004828;604526
0.005856;604519
0.005997;604510
0.007571;604488
0.008982;604429
0.009136;604427
0.01575;604402
0.016104;604383
0.016364;604374
0.017754;604352
0.019079;604322
0.019824;604320
0.020317;604319
0.020586;604311
0.020808;604304
0.021356;604288
0.021778;604247
0.022275;604239
0.022754;604196
0.023264;604148
0.023572;604132
0.025814;604074
0.026177;604073
0.027453;604048
0.02825;603967
0.0287;603949
0.029098;603946
0.029313;603904
0.029495;603885
0.029701;603879
0.032552;603876
0.036716;603866
0.040629;603836
0.040769;603834
0.042998;603824
0.043672;603822
0.043969;603797
0.044113;603792
0.045543;603758
0.045715;603751
0.04625;603733
0.046617;603718
0.047486;603698
0.049223;603669
0.053609;603641
0.053796;603629
0.057953;603610
0.058354;603594
0.060111;603593
0.060867;603544
0.061525;603519
0.062563;603457
0.062716;603452
0.062974;603441
0.063093;603438
0.063314;603425
0.063454;603423
0.069937;603366
0.07026;603360
0.072463;603359
0.074537;603349
0.075403;603345
0.077412;603335
0.079087;603326
0.07974;603323
0.087484;603293
0.096169;603287
0.098922;603283
0.099776;603271
0.100024;603258
0.102902;603244
0.106453;603198
0.106669;603189
0.106961;603186
0.110189;603181
0.110882;603159
0.115511;603122
0.119617;603115
0.120222;603111
0.128414;603107
0.129767;603067
0.134733;603040
0.135018;603015
0.135721;603008
0.138452;602997
0.139334;602972
0.140382;602946
0.140772;602929
0.145588;602916
0.147495;602913
0.14782;602905
0.148141;602904
0.152582;602901
0.159177;602889
0.160882;602839
0.161331;602797
0.16171;602778
0.162029;602777
0.162699;602734
0.164255;602730
0.16483;602722
0.166095;602710
0.16807;602682
0.169852;602675
0.170076;602674
0.179883;602669
0.182753;602667
0.185867;602666
0.186054;602659
0.188238;602642
0.188498;602635
0.188914;602605
0.189043;602602
0.189666;602540
0.19176;602511
0.192181;602480
0.19329;602439
0.193983;602414
0.19562;602407
0.196798;602404
0.197263;602402
0.212472;602375
0.217144;602366
0.219745;602359
0.220238;602306
0.220413;602303
0.224505;602290
0.224974;602277
0.225142;602273
0.225357;602266
0.226039;602211
0.226362;602202
0.232065;602198
0.233128;602183
0.235749;602153
0.243478;602146
0.244767;602143
0.248651;602141
0.253806;602136
0.255653;602108
0.257102;602098
0.259251;602094
0.259461;602091
0.260104;602064
0.260449;602051
0.264386;602040
0.264763;602023
0.26518;602007
0.266028;601982
0.274187;601970
0.274517;601969
0.275038;601966
0.275342;601961
0.276948;601958
0.292456;601942
0.293734;601935
0.297861;601930
0.301851;601923
0.306212;601921
0.312094;601899
0.312433;601887
0.312602;601880
0.31554;601879
0.325739;601877
0.330175;601865
0.334355;601864
0.335497;601860
0.339643;601849
0.341442;601838
0.348239;601826
0.348468;601822
0.350409;601810
0.350621;601804
0.352654;601803
0.353312;601761
0.354005;601740
0.356513;601739
0.359815;601735
0.360125;601723
0.360641;601716
0.361516;601708
0.362087;601704
0.36501;601697
0.368725;601693
0.372786;601659
0.422921;601658
0.42903;601650
0.429278;601645
0.429892;601623
0.445642;601613
0.445994;601612
0.44969;601609
0.451736;601583
0.454118;601577
0.456789;601575
0.457837;601539
0.472055;601533
0.485691;601507
0.539778;601494
0.540269;601492
0.541475;601490
0.541747;601483
0.547633;601449
0.557425;601379
0.561148;601360
0.565026;601358
0.565643;601339
0.570353;601274
0.570753;601262
0.573529;601230
0.574002;601228
0.603745;601225
0.604491;601214
0.604919;601213
0.605457;601207
0.60627;601192
0.618445;601188
0.628415;601185
0.638306;601173
0.685865;601115
0.68729;601111
0.692876;601090
0.706073;601071
0.707676;601068
0.710642;601061
0.71432;601053
0.742776;601052
0.743069;601026
0.743253;601023
0.743391;601012
0.7441;600997
0.761106;600996
0.765834;600989
0.76606;600988
0.779919;600973
0.782174;600972
0.785609;600971
0.789433;600959
0.790664;600945
0.791076;600944
0.791729;600914
0.792218;600909
0.792371;600907
0.799475;600895
0.801282;600879
0.801446;600874
0.804287;600871
0.807588;600869
0.807795;600865
0.808894;600849
0.960901;600847
0.988612;600761
0.991574;600758
0.991968;600744
0.992294;600743
1.074847;600735
1.081103;600645
1.081353;600644
1.111428;600643
1.121179;600627
1.121909;600608
1.122492;600607
1.127213;600603
1.12777;600591
1.130912;600555
1.134073;600537
1.184636;600496
1.18555;600447
1.189935;600436
1.190696;600394
1.191948;600373
1.192436;600370
1.209082;600369
1.210392;600364
1.220185;600342
1.407701;600341
1.409053;600338
1.409709;600335
1.419966;600258
1.420125;600253
1.420261;600252
1.425407;600188
1.435777;600166
1.438216;600164
1.443438;600150
1.447366;600125
1.454077;600120
1.461545;600115
1.461668;600112
1.463261;600104
1.467242;600087
1.471061;600036
1.497785;600033
1.499702;600027
1.500256;600025
1.500524;600016
1.688429;600006
1.69181;600001
1.717398;600000
1.719967;599972
1.725902;599959
1.728858;599929
1.731979;599871
1.73503;599859
1.736497;599841
2.733936;599829
2.744225;599816
2.74444;599796
2.746064;599792
2.749591;599791
2.848234;599789
3.432299;599769
3.434877;599768
3.436383;599766
3.440469;599756
3.446667;599751
3.658869;599739
3.665533;599735
3.66639;599731
3.66657;599723
3.667292;599714
3.668283;599712
3.670527;599708
3.681763;599704
3.687676;599700
3.693338;599692
3.719387;599687
3.720052;599679
3.720276;599676
3.720608;599669
3.721522;599660
4.058993;599649
4.062945;599629
4.065265;599628
4.081864;599624
4.095678;599601
4.103718;599598
4.104049;599593
4.311696;599586
4.562577;599577
4.563447;599573
4.571417;599570
4.580294;599566
4.580947;599553
4.585291;599550
4.586224;599548
4.58853;599543
4.589757;599542
4.592963;599540
4.59314;599537
4.60418;599534
4.645804;599527
4.646972;599507
4.64769;599506
4.657576;599505
4.676356;599491
5.138195;599487
5.142208;599450
5.170158;599416
5.214356;599361
5.333576;599355
5.36038;599350
5.360584;599336
5.363519;599316
5.382737;599313
5.383007;599312
5.386185;599310
5.397473;599303
5.418047;599302
5.419255;599301
5.450696;599288
5.493534;599282
5.500758;599280
5.512756;599231
5.513056;599222
6.840729;599220
6.842684;599213
6.84318;599205
6.901736;599203
6.91078;599176
6.913285;599154
6.92176;599153
7.037782;599142
7.048932;599141
7.049166;599136
7.077446;599124
7.310138;599100
7.314814;599095
7.320002;599082
7.322055;599064
7.325479;599057
7.376355;599034
7.377654;599016
7.380008;598989
7.386741;598977
7.390305;598971
7.390844;598967
7.644203;598954
7.794969;598953
7.812582;598950
7.813502;598939
8.106262;598934
8.107321;598929
8.111953;598928
8.115833;598907
