0.280335,444898
0.534237,444833
0.883619,444243
9.42427,444132
22.0019,443307
27.5025,442740
50.6266,442546
51.3989,442412
69.6026,442358
76.3757,442219
77.317,442101
79.2816,442091
80.6958,441947
83.3333,441680
88.5868,441532
112.271,441268
147.376,440792
208.853,440757
219.787,440525
245.949,440486
253.966,440357
255.699,440342
261.637,440335
275.006,440241
296.03,440230
298.188,439937
317.458,439867
355.314,439362
486.75,439276
512.74,439176
519.484,438965
566.906,438670
617.517,438631
670.238,438616
673.686,438395
905.684,438226
1054.45,438143
1227.55,438097
1243.91,438077
1276.42,437928
1358.14,437780
1441.06,437773
1461.72,437733
1672.01,437693
1739.52,437678
1814.4,437670
2936.81,435861
3063.91,435844
3075,435698
3720.1,435693
3746.04,435619
3904.27,435441
3917.41,435407
3979.66,435295
4114.09,435294
4855.55,434283
4857.94,434276
5064.16,434266
5098.42,434209
5107.74,434174
5297.21,434164
5663.01,434070
7019.11,433493
7112.04,433486
7123.96,433474
7133.14,433468
7137.21,433466
7154.97,433451
7216.42,433437
7301.8,433436
7346.63,433429
7364.42,433415
7477.28,433406
7482.3,433363
7529.8,433350
8042.5,433342
8161.11,433338
8707.19,433003
9084.36,432980
9145.01,432978
9253.28,432970
9254.66,432919
9540.49,432884
9550.44,432866
9601.34,432857
9635.19,432843
9636,432836
9687.35,432802
9852.57,432780
9939.94,432777
9942.9,432776
9974.29,432771
9974.48,432757
10058.5,432756
10079.5,432750
10270,432623
10360.9,432621
10442.5,432606
10443.5,432587
10536.9,432583
10550.2,432578
10621.7,432517
10860.6,432515
10921.7,432511
11176.5,432509
11455.6,432491
11456.8,432452
11495.1,432435
11683,432419
12661.3,431900
12673.6,431898
12709.2,431893
12745.8,431891
12753,431886
12827.9,431881
12835,431872
12843.9,431871
12889.4,431869
12912.5,431868
12958.4,431867
12963.6,431866
13004.8,431861
13069.2,431860
13124.2,431850
13151.8,431843
13189,431842
13214.5,431840
13221.6,431829
13418.3,431820
13433.3,431818
13499.8,431807
14337.5,431626
14345.9,431620
14405.9,431617
14424.2,431614
14520.1,431613
14553.5,431610
14576.2,431608
14605.8,431607
14674.8,431605
14684.8,431603
14723.7,431596
14745,431590
14814.6,431576
14963.4,431573
14990.9,431569
15102.9,431568
15125.3,431552
15141.2,431544
15250.2,431533
15415.2,431514
15797.5,431314
15824.3,431295
15918.2,431293
15968.4,431286
15975.9,431282
16024.4,431260
16088.2,431258
16166.8,431247
16198.6,431241
16237.5,431240
16247.7,431239
16276.3,431236
16286.1,431228
16456.5,431221
16492.2,431215
16589.6,431213
16590.7,431207
16608.1,431203
16714.2,431202
16714.8,431200
16729.9,431189
16732.3,431187
16772.7,431186
16781.8,431178
16829.5,431177
16858,431176
16860.3,431175
16860.9,431174
16890.9,431169
17788.8,430686
17843.8,430685
17863.7,430683
17896.6,430682
17911.6,430675
17930.1,430673
17952.8,430671
17969.5,430670
18013.6,430668
18041.5,430666
18052.3,430664
18055.9,430660
18094.3,430659
18134.2,430655
18154,430648
18198.3,430647
18204.1,430633
18219.7,430632
18224.8,430631
18233.9,430627
18255.6,430623
18305.5,430616
18424.8,430610
18485.8,430607
18494.9,430600
18522,430599
18522.7,430577
18635.2,430560
18815.2,430539
18857.5,430530
18864.2,430523
18870.2,430522
18878.5,430518
18883,430513
18883.7,430510
18895.9,430508
18960.7,430507
18972.4,430503
18974.4,430502
18974.7,430500
18983.8,430491
19041,430489
19075.9,430477
19213.1,430473
19269,430472
19271.3,430466
19298.7,430465
19333.5,430464
19361.4,430463
19384.7,430462
19481.1,430461
19517.5,430459
19557.2,430458
19592.4,430456
19609.8,430455
19618.5,430453
19688.3,430452
19718.4,430449
19878,430447
20278.2,430210
20324.8,430208
20370.8,430207
20374.6,430205
20491.2,430204
20512.6,430203
20567.3,430194
20636.9,430192
20661.6,430191
20687,430190
20692.4,430189
20708.7,430183
20718.3,430179
20746.1,430178
20791.1,430169
20812,430168
20826,430165
20870.4,430164
20879,430162
20883.5,430161
20905.4,430160
20943.5,430159
20953.7,430157
20957.4,430156
20971.9,430155
20982.1,430154
20987,430153
20995.3,430134
21017.6,430130
21021.3,430114
21069.8,430112
21090.1,430111
21104.8,430110
21109.2,430107
21179.7,430101
21191.4,430092
21261.2,430091
21286.8,430090
21316.5,430089
21328.2,430088
21330,430087
21336.6,430084
21345.8,430083
21350.2,430082
21373.6,430081
21608.8,429901
21620.5,429899
21673.4,429898
21681.2,429897
21700.2,429895
21713.4,429894
21768,429890
21774.7,429889
21818.1,429888
21908.1,429887
22179.1,429886
22232.4,429885
22248.1,429880
22303.4,429876
22368.5,429875
22377.2,429874
22414.7,429872
22453.9,429871
22481.5,429870
22623.7,429869
22735.6,429867
23050.8,429756
23212,429755
23509.9,429753
23582.2,429752
23601.2,429751
23652,429750
23655,429749
23684.3,429748
23692.3,429747
23725.4,429738
23739.6,429737
23748,429736
23818.1,429734
23845,429733
23919.2,429732
23998.9,429731
24047.1,429721
24062.8,429720
24276.8,429719
24402.2,429718
24403.8,429715
24412.8,429714
24457.2,429712
24486.3,429709
24488.4,429707
24525.8,429706
24544.8,429705
24574,429704
24599.8,429703
24628.6,429701
24665,429700
24739.9,429699
24781,429696
24886.8,429695
24992.2,429692
25151.1,429689
25246.9,429688
25256.8,429685
25282.9,429683
25332.7,429682
25554.1,429565
25714.5,429563
25772.9,429559
25782.6,429558
25860,429557
25950.9,429555
25966.6,429553
26032.9,429551
26046.9,429550
26076.6,429549
26101.3,429543
26257,429542
26270.2,429541
26315.6,429539
26338,429538
26360,429537
26400.5,429530
26401.3,429529
26421.2,429527
26528.8,429525
26590.6,429523
26651.8,429522
26750,429515
26765.4,429514
26813.7,429511
26828,429509
26878.7,429507
26987.7,429504
26988,429502
26992,429499
27015.8,429496
27027,429493
27067.1,429492
27079.1,429491
27103.4,429490
27126.7,429488
27143.5,429487
27191.4,429484
27199.6,429483
27237,429479
27255.9,429475
27317,429474
27342.7,429473
27351.5,429467
27367,429466
27410.4,429464
27457.1,429463
27463.4,429462
27513.7,429460
27563.1,429459
27628.4,429458
27773.7,429456
27805.6,429454
28045.3,429388
28208.5,429387
28331.7,429386
28382.9,429385
28403.6,429384
28522.4,429383
28523.2,429375
28569.8,429374
28575.1,429373
28582,429372
28596.1,429370
28608.6,429369
28617.3,429368
28639.8,429367
28731.4,429360
28878,429359
28895.9,429358
28903.5,429357
28940.6,429356
28956.1,429355
29011.4,429352
29046.1,429351
29122,429333
29459.1,429318
29596.7,429317
29687.1,429316
30032.7,429309
30039.5,429308
30094.8,429305
30172.4,429297
30199.4,429296
30224.2,429295
30348.6,429294
30350.6,429293
30465.9,429290
30470.5,429287
30707.1,429266
30826.4,429265
30869.1,429264
30962.4,429263
30977.1,429259
30982.5,429257
30983.3,429252
30986.7,429251
31009.4,429250
31031.1,429249
31075.8,429248
31187.6,429243
31189.7,429240
31192.9,429239
31270,429237
31271.5,429236
31271.6,429233
31361.8,429232
31525.9,429231
31682.5,429230
31722.8,429229
31901.3,429226
31986,429225
32002.2,429224
32041.6,429223
32049.4,429222
32091.7,429221
32113.4,429219
32132.1,429218
32132.6,429217
32229.3,429216
32272.3,429215
32309.8,429214
32338.6,429212
32387.4,429211
32528.4,429210
32552.3,429209
32793.1,429208
32834.7,429205
32915.3,429204
33010.9,429203
33186.5,429202
33279.1,429201
33285.7,429199
33401,429192
33491.6,429191
33504.8,429187
33533.3,429186
33598.6,429184
33715.4,429183
33755.6,429182
33833,429181
33958.7,429180
33990.5,429179
34012.5,429178
34205.8,429172
34286.2,429170
34440.5,429168
34469.8,429167
34515,429166
34603,429162
34917.1,429151
35204.5,429150
35346.6,429149
36090.9,429097
36203.2,429096
36510.2,429092
36642.5,429091
37809.2,429088
38143,429087
38177.6,429086
38435.4,429085
38481.7,429084
39238.3,429083
39245,429081
39261.9,429080
39342.4,429079
39841.1,429054
39913.5,429052
39916.5,429050
40054.1,429049
40351.5,429048
40427.1,429047
40631.4,429046
40935.3,429005
40982.6,429004
41373.9,429003
41418.2,429002
41423.6,428997
42237.1,428993
42687.3,428990
42715.4,428985
42772.6,428984
42774.2,428983
42838.3,428982
43373.3,428981
43382.8,428980
43754.5,428979
43801.1,428978
43846,428977
43862.2,428976
43878.7,428975
43997.2,428974
44248.5,428973
44253.2,428972
44593,428951
44685.1,428949
44996.1,428948
45097.2,428947
45105.2,428946
45123.3,428945
45292.4,428943
45335.7,428942
45359.1,428940
45363,428938
45387.2,428936
46044.2,428926
46102.1,428925
46346.8,428924
47074.1,428914
47094.9,428912
47416.7,428911
47642.5,428903
47670.2,428899
48417.7,428898
48620.3,428894
48793.9,428893
48909.4,428892
48958.7,428891
49013.7,428890
49075.3,428889
49178.4,428887
49209.1,428886
49244.1,428885
49251.6,428883
49273.6,428880
49329.4,428879
49341.6,428878
49353.6,428876
49432.1,428873
49539.6,428871
49566,428869
49590.9,428868
49600.5,428867
49629.5,428866
49649.4,428865
49677.3,428864
49678.8,428863
49727.5,428862
49742.5,428861
49749.5,428859
49819.9,428858
50507.5,428856
50683.5,428855
50719,428854
50789.1,428853
51531.9,428850
52690.3,428849
52876.6,428847
52913,428846
52958.3,428845
53901.4,428843
53902.5,428841
54500,428825
54606.6,428824
54887.9,428813
54919.7,428812
54927.8,428810
55223.4,428809
55310.7,428808
55380.8,428807
55439.5,428806
55454.6,428801
55480.2,428798
55481.9,428797
55526.4,428796
55909.4,428781
56040.7,428780
56159.2,428778
56162.4,428777
56215.4,428776
56236.2,428775
56277.1,428771
56334.8,428770
56341.6,428768
56414.1,428767
56479.6,428766
56556.7,428765
56568.5,428764
56638.4,428762
56785,428761
57044,428760
57053.4,428759
57188.3,428758
57208.7,428757
57694.9,428756
57713,428755
57746.3,428753
57836.1,428752
58394.6,428736
58490.9,428735
58567.5,428733
58913.9,428732
59010.9,428730
59831.5,428713
60059.5,428712
60523.1,428694
60746.6,428693
60768,428692
61686.3,428690
61847.1,428689
61947.7,428688
62194.2,428687
62272.6,428683
62339.9,428682
62756.6,428673
63125.5,428672
63131.2,428671
63135.9,428670
63352.4,428669
63695,428668
63868.9,428667
64099.3,428665
64765.9,428664
64811.7,428659
64959.7,428657
65818.7,428655
65873.8,428652
65915.6,428649
66896.2,428648
66923,428647
67643.8,428639
67663.6,428638
69235.3,428637
69323.1,428636
69805.4,428635
70079.4,428634
70851.1,428627
71034.5,428625
72577.6,428624
72813.2,428621
72842.2,428620
73405,428616
73465.1,428615
73738.1,428614
73744.6,428610
73870.9,428609
73990,428607
74000.9,428606
74397.6,428605
74930.8,428603
74994.4,428602
75043.9,428601
75216,428600
75834.9,428599
77017,428597
77183.6,428596
77350.3,428595
77530.1,428594
78370.2,428593
78384.4,428569
78449.5,428568
78610.7,428567
80307,428566
81153,428565
81699.4,428564
82574.5,428563
83869.9,428534
83923.2,428533
83927.8,428532
86327.1,443706
86331.2,443305
86350.1,443247
86350.7,443127
86352.1,442622
86358.3,442496
86361.3,442411
86369,442403
86389.4,441982
86392.8,441763
86400,441675
86402.6,441672
86412.3,441545
86413.2,441274
86425.8,441143
86433.1,441134
86463.4,440839
86500.3,440657
86506.6,440505
86550.7,440393
86602.6,440212
86609.9,440180
86616.2,440027
86632,439899
86667.8,439625
86697.2,439605
86699.6,439563
86706.7,439384
86761,439312
86794.6,439181
86885.3,439176
86904.2,439130
86911,438969
86917.5,438795
86979.2,438735
87074.9,438558
87134.1,438348
87213.4,438248
87235.3,438091
87362.6,438070
87416.5,437968
88265.2,436066
88356,436064
88359.9,436053
88362.1,436043
88413.2,435970
88441.9,435949
88506.5,435917
88542,435903
88577.2,435852
88581.7,435839
88583,435838
88607.5,435790
88676.2,435786
88676.8,435737
88707.3,435711
88724.3,435619
88762.9,435559
88918.3,435528
88984.8,435521
89055.8,435489
89067.4,435396
89108.3,435395
89315,435392
89401.1,435385
89411.7,435331
89497.3,435271
89600.2,435090
90417.3,434326
90620.4,434321
90639.1,434252
90806.1,434251
90840.6,434224
90927,434211
90972.8,434138
91028.2,434127
91160.3,434124
91168.1,434120
91244.7,434096
91426,434094
91450.7,434093
91486.3,434076
91667.9,434043
91693.2,433995
92404.1,433619
92425.7,433599
92436.1,433596
92561.2,433595
92567.4,433577
92570.6,433566
92628,433523
92879.3,433492
92881.4,433487
92892.2,433486
92947,433476
92956.3,433475
92961.6,433461
92988.7,433460
93020.3,433458
93057.5,433454
93090.1,433442
93110.5,433431
93145.8,433406
93206.4,433402
93305.7,433373
93359,433361
93447,433348
94321.9,432466
94365.7,432465
94440.8,432453
94519.7,432449
94520.1,432448
94559.5,432447
94583.8,432431
94674.8,432425
94699.3,432415
94789.6,432414
94807.6,432412
94820.6,432408
94820.7,432399
94824.7,432392
94838.8,432373
94913.9,432371
94941.4,432358
94973.7,432356
94983.1,432353
95037.4,432349
95046.7,432344
95053.2,432338
95082,432336
95133.2,432335
95171.6,432318
95179,432288
95224.5,432252
95306.8,432249
96221.9,431909
96226.7,431906
96360.8,431904
96418.3,431890
96468.7,431889
96511.9,431884
96512.9,431882
96534.2,431877
96595.4,431865
96732.7,431853
96810.3,431845
96924.7,431844
96975.5,431843
96986.4,431829
96990.8,431828
96996,431826
97053.8,431825
97054.8,431816
97122.5,431815
97676.7,431410
97826.6,431409
97835.2,431402
97917.9,431400
97918.4,431395
97948.9,431394
97973.3,431392
97982.9,431388
98029.7,431387
98048.8,431385
98054.4,431374
98091.7,431371
98120.2,431368
98138.3,431354
98195.6,431334
98277.5,431332
98323.7,431331
98331.6,431329
98334.4,431328
98335.2,431327
98448.1,431320
98524.8,431316
98554.8,431314
98571.3,431311
98574,431308
98601.5,431300
98674.1,431291
98681.2,431289
98689,431286
98767.1,431284
98769,431275
99392.1,431104
99557.7,431100
99692.7,431099
99761.9,431096
99901.8,431094
99951.1,431093
99955,431092
99988.2,431090
100044,431086
100170,431082
100295,431081
100301,431078
100327,431073
100395,431061
100497,431054
101375,430990
101408,430989
101487,430986
101559,430984
101649,430982
101659,430981
101675,430980
101732,430978
101812,430976
101874,430974
101899,430959
101934,430949
101941,430948
101973,430941
101989,430939
102001,430938
102034,430937
102035,430936
102096,430935
102136,430933
102148,430932
102181,430931
102187,430930
102197,430929
102198,430928
102825,430550
102886,430543
102890,430542
102920,430534
102962,430531
103005,430530
103021,430528
103021,430527
103036,430525
103038,430522
103066,430518
103086,430512
103108,430511
103136,430506
103152,430501
103175,430500
103216,430499
103233,430489
103294,430487
103337,430483
103338,430482
103345,430481
103356,430480
103385,430479
103397,430478
103485,430477
103497,430476
103500,430475
103504,430472
103505,430468
103523,430466
103554,430465
103583,430463
103586,430462
103607,430460
103621,430459
103624,430457
103656,430455
103691,430454
103700,430451
103715,430450
103740,430449
103759,430445
103770,430443
103780,430442
103793,430437
103796,430436
104155,430384
104188,430383
104199,430373
104279,430372
104346,430371
104470,430370
104610,430368
104669,430346
104735,430345
104828,430344
104831,430321
104885,430310
104966,430309
104976,430308
104992,430304
105006,430303
105013,430301
105076,430300
105116,430296
105143,430295
105165,430293
105676,430190
105932,430189
105972,430188
105994,430187
106010,430184
106025,430178
106026,430177
106129,430175
106148,430174
106238,430173
106345,430172
106383,430171
106428,430167
106470,430163
106475,430159
106504,430158
106615,430157
106644,430156
106939,430022
106943,430021
107107,430020
107129,430019
107191,430018
107196,430017
107207,430016
107228,430015
107270,430012
107280,430010
107307,430008
107317,430007
107328,429997
107373,429995
107390,429991
107447,429990
107468,429989
107501,429988
107533,429985
107539,429984
107544,429983
107803,429981
108058,429945
108118,429943
108290,429938
108398,429935
108552,429933
108554,429932
108576,429931
108623,429930
108758,429928
108786,429925
108928,429923
109062,429922
109090,429921
109117,429920
109127,429919
109487,429898
109558,429897
109669,429893
109684,429891
109685,429890
109724,429887
109915,429884
110043,429883
110107,429881
110191,429880
110229,429879
110278,429878
110297,429877
110324,429875
110426,429873
110452,429871
110455,429870
110489,429869
110939,429754
111000,429752
111080,429751
111362,429750
111391,429749
111512,429746
111659,429743
111686,429740
111750,429739
112111,429724
112328,429723
112560,429722
112790,429721
112848,429720
112872,429719
113045,429715
113084,429711
113462,429705
113632,429704
113660,429703
113767,429702
113812,429701
113932,429700
114020,429699
114021,429695
114169,429694
114226,429693
114257,429691
114480,429679
114488,429678
114669,429676
114670,429673
114688,429672
114718,429666
114791,429663
114838,429659
114910,429658
114987,429657
115982,429650
115991,429649
116057,429648
116111,429647
116263,429646
116385,429641
116387,429640
116411,429639
116433,429638
116823,429631
116824,429629
117194,429627
117385,429626
117486,429625
117512,429624
118007,429597
118030,429594
118082,429592
118085,429591
118090,429590
118125,429589
118232,429588
118266,429587
118592,429586
118741,429583
118793,429582
119023,429578
119184,429575
119196,429573
119462,429570
119514,429568
119918,429565
119986,429564
119999,429561
120045,429560
120084,429559
120518,429557
120631,429555
120695,429554
120970,429553
121200,429552
121324,429541
121475,429533
121545,429530
121647,429529
122143,429527
122330,429526
122375,429525
122653,429524
122704,429523
122778,429522
122925,429515
123020,429514
123022,429511
123132,429510
123192,429508
123241,429506
123429,429505
123461,429504
123476,429502
123486,429501
123589,429500
123872,429492
123873,429491
123973,429490
124313,429486
124912,429422
125157,429421
125690,429420
125773,429419
125811,429418
126129,429416
126167,429415
126184,429412
126195,429411
126242,429410
126712,429409
126957,429408
126966,429407
127190,429391
127251,429390
127306,429389
127308,429388
127878,429387
127915,429384
127926,429383
128312,429381
128319,429379
128421,429377
128520,429376
129632,429375
129734,429374
130129,429373
130400,429371
130457,429370
130867,429365
131354,429364
131359,429362
131359,429361
131387,429351
131698,429350
131832,429337
132075,429333
132305,429332
132405,429325
132458,429324
132534,429323
132555,429320
132966,429319
133083,429307
133338,429306
133845,429305
133847,429303
134168,429302
134460,429301
134538,429300
134572,429299
134578,429297
134601,429295
134797,429292
134838,429290
134846,429289
134859,429288
134891,429287
134946,429286
134947,429284
135065,429283
135150,429280
135422,429276
135425,429275
135427,429273
135435,429269
135444,429268
135446,429265
135471,429264
135503,429263
135515,429262
135562,429261
135574,429260
135641,429259
135736,429258
135784,429257
136237,429256
136736,429218
136931,429217
136935,429216
137107,429212
138970,429197
139813,429195
139850,429194
140123,429192
141077,429183
141154,429181
141374,429177
142365,429176
143052,429172
143068,429171
143777,429170
143968,429169
144200,429168
144546,429163
144805,429162
144877,429161
145328,429070
145712,429062
146463,429054
146465,429052
146640,429051
